article_name,article_name_encoded,article_id,Flesch-Kincaid,Gunning Fog,ARI,SMOG,Coleman-Liau,Readability Consensus
Mitochondrial Eve,Mitochondrial_Eve,2798,12.1,11.17,13.3,13.4,12.59,12.512
Mitochondrion,Mitochondrion,2799,13.6,12.67,15.3,15.4,14.56,14.306000000000001
Mixed-breed dog,Mixed-breed_dog,2800,11.8,11.96,14.2,13.1,12.13,12.638000000000002
Mixtape,Mixtape,2801,15.4,16.1,18.4,15.7,12.37,15.594
Modern history,Modern_history,2802,12.1,12.69,14.7,14.3,12.83,13.323999999999998
Modernist poetry in English,Modernist_poetry_in_English,2803,11.8,11.97,14.0,13.5,11.95,12.644
Mogadishu,Mogadishu,2804,10.3,10.98,13.3,12.9,13.22,12.139999999999999
Mohs scale of mineral hardness,Mohs_scale_of_mineral_hardness,2805,9.7,10.78,10.9,12.7,10.79,10.974
Moldova,Moldova,2806,12.8,12.57,15.2,14.7,13.75,13.803999999999998
Moldovans,Moldovans,2807,13.6,14.08,17.2,16.1,15.03,15.201999999999998
Mole (animal),Mole_%28animal%29,2808,10.5,12.53,12.9,13.5,10.73,12.032
Molybdenum,Molybdenum,2809,10.5,11.88,12.7,13.9,12.24,12.244
Momentum,Momentum,2810,11.9,11.8,12.9,15.1,10.56,12.452000000000002
Mona Lisa,Mona_Lisa,2811,10.8,11.87,12.9,12.1,10.62,11.658
Monaco,Monaco,2812,11.9,12.45,14.2,13.3,11.95,12.76
Monaco Grand Prix,Monaco_Grand_Prix,2813,10.2,11.42,12.6,11.7,9.46,11.076
Monarchies in the European Union,Monarchies_in_the_European_Union,2814,12.6,13.09,15.3,13.3,10.91,13.039999999999997
Monarchy,Monarchy,2815,13.5,14.18,16.4,14.9,12.42,14.279999999999998
Monarda didyma,Monarda_didyma,2816,8.6,10.45,11.9,10.8,10.68,10.486
Money,Money,2817,11.6,11.92,13.1,13.9,11.49,12.402
Mongol Empire,Mongol_Empire,2818,11.7,13.2,15.2,13.4,12.13,13.126
Mongol invasion of Central Asia,Mongol_invasion_of_Central_Asia,2819,9.8,11.75,13.3,12.0,10.91,11.552000000000001
Mongolia,Mongolia,2820,10.2,10.86,12.7,13.3,12.35,11.882000000000001
Mongoose,Mongoose,2821,9.4,11.31,12.9,12.5,12.53,11.728
Monkey,Monkey,2822,10.1,11.94,12.9,12.1,11.31,11.67
Monoclonius,Monoclonius,2823,11.3,12.35,13.9,13.9,12.42,12.774
Monopoly (game),Monopoly_%28game%29,2824,10.3,10.49,12.0,11.6,10.1,10.898
Monrovia,Monrovia,2825,9.8,10.36,11.4,11.3,11.66,10.904
Montenegro,Montenegro,2826,12.5,11.51,15.0,14.5,13.69,13.440000000000001
Montevideo,Montevideo,2827,8.9,10.46,10.6,12.0,10.21,10.434000000000001
Montreal,Montreal,2828,10.5,10.34,13.0,13.1,12.53,11.894000000000002
Montreal Metro,Montreal_Metro,2829,11.9,12.17,15.0,13.8,12.76,13.126000000000001
Montserrat,Montserrat,2830,11.8,13.53,15.0,13.0,11.84,13.034
Monty Python,Monty_Python,2831,12.6,13.33,15.7,13.4,11.26,13.258
Moon,Moon,2832,11.0,12.32,13.6,13.2,11.26,12.276
Moon landing,Moon_landing,2833,10.1,11.65,12.9,12.6,11.55,11.76
Moore's Law,Moore%27s_Law,2834,11.9,12.93,14.2,14.4,12.18,13.122
Moorgate,Moorgate,2835,9.5,11.56,12.3,11.7,9.92,10.996
Moorhen,Moorhen,2836,11.6,13.87,16.6,13.4,13.93,13.88
Morecambe Bay,Morecambe_Bay,2837,9.1,11.34,12.1,11.3,10.15,10.798
Morecambe and Wise,Morecambe_and_Wise,2838,10.8,12.96,14.3,12.1,10.33,12.098
Moringa oleifera,Moringa_oleifera,2839,6.8,8.89,9.1,10.3,9.5,8.918000000000001
Mormon,Mormon,2840,11.4,13.16,15.1,13.6,12.36,13.124
Mormon Trail,Mormon_Trail,2841,10.4,11.11,12.7,12.3,10.97,11.495999999999999
Morocco,Morocco,2842,10.5,10.88,13.0,13.2,12.71,12.058
Morphine,Morphine,2843,12.0,12.7,14.4,13.5,15.02,13.524000000000001
Morris dance,Morris_dance,2844,11.0,12.14,14.3,12.8,11.9,12.427999999999999
Mosaic,Mosaic,2845,10.6,10.06,12.4,13.2,12.13,11.678
Moscow,Moscow,2846,11.4,11.05,14.3,13.5,13.05,12.66
Mosque,Mosque,2847,11.1,11.77,14.6,13.3,12.31,12.616
Moss,Moss,2848,8.6,10.37,11.1,11.2,11.31,10.516
Mother Teresa,Mother_Teresa,2849,10.1,11.25,12.6,12.5,11.08,11.506
Motion (physics),Motion_%28physics%29,2850,12.4,13.5,14.2,14.3,11.67,13.213999999999999
Mount Baker,Mount_Baker,2851,10.8,12.06,13.9,12.1,11.55,12.081999999999999
Mount Everest,Mount_Everest,2852,9.7,11.31,13.0,11.7,10.62,11.265999999999998
Mount Kilimanjaro,Mount_Kilimanjaro,2853,9.1,9.71,11.0,10.8,10.5,10.222
Mount Nyiragongo,Mount_Nyiragongo,2854,9.9,11.2,11.9,12.2,10.68,11.176
"Mount Osmond, South Australia",Mount_Osmond%2C_South_Australia,2855,10.4,11.09,12.6,11.7,10.68,11.294
Mount Pinatubo,Mount_Pinatubo,2856,10.1,10.86,13.1,12.2,11.78,11.608
Mount Rainier,Mount_Rainier,2857,7.9,10.1,11.2,10.8,10.38,10.076
Mount Rushmore,Mount_Rushmore,2858,9.1,10.37,12.0,12.0,11.66,11.026
Mount St. Helens,Mount_St._Helens,2859,7.2,8.58,10.1,10.4,10.09,9.274000000000001
Mount Unzen,Mount_Unzen,2860,9.8,11.09,12.3,11.8,11.26,11.249999999999998
Mount Vesuvius,Mount_Vesuvius,2861,11.5,12.53,13.8,12.5,10.74,12.214
Mountain Gorilla,Mountain_Gorilla,2862,9.3,10.54,11.8,12.3,11.26,11.04
Mozambique,Mozambique,2863,12.8,12.49,17.3,15.0,15.78,14.674000000000001
Mozilla Firefox,Mozilla_Firefox,2864,10.7,10.76,13.6,12.7,13.0,12.152000000000001
Mu Arae,Mu_Arae,2865,11.0,11.3,11.6,12.7,10.27,11.373999999999999
Muhammad,Muhammad,2866,12.2,11.98,14.1,13.4,11.73,12.681999999999999
Muhammad Ali,Muhammad_Ali,2867,9.1,10.91,11.9,11.5,9.86,10.654
Muhammad Ali Jinnah,Muhammad_Ali_Jinnah,2868,11.9,12.23,15.1,13.5,13.11,13.168000000000001
Muhammad Iqbal,Muhammad_Iqbal,2869,12.7,13.1,15.3,14.3,12.36,13.551999999999998
Muhammad ibn Musa al-Khwarizmi,Muhammad_ibn_Musa_al-Khwarizmi,2870,12.4,12.99,15.1,14.1,12.25,13.368
Multiculturalism,Multiculturalism,2871,14.5,12.67,16.7,16.1,14.92,14.978
Multiple sclerosis,Multiple_sclerosis,2872,12.3,12.15,14.2,14.3,13.29,13.248000000000001
Multiple sequence alignment,Multiple_sequence_alignment,2873,16.5,15.39,19.0,16.8,15.09,16.556
Mumbai,Mumbai,2874,11.1,11.22,13.0,13.0,11.78,12.02
Mummy,Mummy,2875,11.7,12.23,13.5,12.8,11.6,12.366000000000001
Munich,Munich,2876,10.5,11.5,14.3,12.8,12.47,12.313999999999998
Murray River,Murray_River,2877,11.4,12.26,14.2,12.5,11.44,12.36
"Muscat, Oman",Muscat%2C_Oman,2878,11.3,11.92,13.6,12.6,12.13,12.31
Music,Music,2879,13.6,12.71,15.6,15.4,13.23,14.108
Music of Albania,Music_of_Albania,2880,12.6,13.08,15.2,14.4,12.54,13.563999999999998
Music of Antigua and Barbuda,Music_of_Antigua_and_Barbuda,2881,12.0,12.96,15.0,14.4,13.18,13.508
Music of Barbados,Music_of_Barbados,2882,13.4,12.0,15.7,15.2,13.64,13.988
Music of Dominica,Music_of_Dominica,2883,11.2,11.05,14.6,14.2,13.52,12.913999999999998
Music of Hawaii,Music_of_Hawaii,2884,11.8,11.8,14.6,13.0,12.59,12.758000000000001
Music of Hungary,Music_of_Hungary,2885,14.9,14.12,17.6,15.6,13.58,15.160000000000002
Music of Ireland,Music_of_Ireland,2886,12.7,13.41,16.7,13.8,12.25,13.772
Music of Italy,Music_of_Italy,2887,13.1,12.06,15.2,14.2,13.34,13.580000000000002
Music of Martinique and Guadeloupe,Music_of_Martinique_and_Guadeloupe,2888,11.9,12.78,15.7,13.6,13.69,13.534
Music of New Zealand,Music_of_New_Zealand,2889,11.6,12.14,14.4,13.2,12.65,12.798
Music of Spain,Music_of_Spain,2890,11.4,11.86,14.2,13.5,12.76,12.743999999999998
Music of Thailand,Music_of_Thailand,2891,10.9,11.86,13.5,12.9,12.59,12.35
Music of Trinidad and Tobago,Music_of_Trinidad_and_Tobago,2892,13.0,13.41,16.8,15.2,13.76,14.434000000000001
Music of the Bahamas,Music_of_the_Bahamas,2893,11.7,13.0,14.3,13.6,12.47,13.014000000000001
Music of the Lesser Antilles,Music_of_the_Lesser_Antilles,2894,12.3,11.69,16.0,14.5,13.99,13.696000000000002
Music of the United States,Music_of_the_United_States,2895,12.7,12.16,16.0,14.9,13.35,13.822
Music of the trecento,Music_of_the_trecento,2896,13.4,14.25,15.8,15.5,12.02,14.193999999999999
Musical instrument,Musical_instrument,2897,11.0,12.91,13.9,15.2,14.73,13.548000000000002
Mustard plant,Mustard_plant,2898,10.3,12.04,12.8,11.7,10.97,11.562000000000001
Mustard seed,Mustard_seed,2899,7.9,9.46,9.1,10.7,9.45,9.322
Muttaburrasaurus,Muttaburrasaurus,2900,10.1,11.26,14.5,12.7,14.85,12.682
Myanmar,Myanmar,2901,9.8,9.84,12.2,12.3,12.47,11.322
Myco-heterotrophy,Myco-heterotrophy,2902,12.7,12.28,16.8,14.9,15.49,14.434000000000001
Myers-Briggs Type Indicator,Myers-Briggs_Type_Indicator,2903,13.1,12.56,14.8,14.8,12.71,13.594
Myocardial infarction,Myocardial_infarction,2904,12.6,12.39,15.4,14.9,14.21,13.9
Mysticism,Mysticism,2905,14.1,14.13,17.3,16.3,14.45,15.256
Mythology,Mythology,2906,11.9,13.48,14.8,14.4,12.65,13.446000000000002
Myxobolus cerebralis,Myxobolus_cerebralis,2907,11.3,12.34,14.7,13.6,13.69,13.126000000000001
NATO,NATO,2908,12.8,12.45,15.7,14.4,12.65,13.6
Nadia Comăneci,Nadia_Com%C4%83neci,2909,11.3,11.34,13.1,13.0,11.66,12.080000000000002
Nagorno-Karabakh War,Nagorno-Karabakh_War,2910,14.1,12.82,16.5,15.6,13.7,14.544
Nahuatl language,Nahuatl_language,2911,12.8,13.64,16.4,14.4,13.47,14.142000000000001
Nairobi,Nairobi,2912,8.2,8.81,10.7,11.0,11.48,10.038
Naked Mole Rat,Naked_Mole_Rat,2913,10.5,12.38,13.0,12.7,11.08,11.931999999999999
Names of God in Judaism,Names_of_God_in_Judaism,2914,10.6,11.64,12.4,12.3,9.46,11.28
Namibia,Namibia,2915,10.8,12.27,13.8,13.1,13.29,12.652000000000001
Nanomedicine,Nanomedicine,2916,9.6,10.17,12.2,11.7,13.16,11.366
Napoleon I of France,Napoleon_I_of_France,2917,11.4,12.82,15.0,13.5,12.36,13.016
Napoleonic Wars,Napoleonic_Wars,2918,11.1,11.68,14.8,12.9,12.65,12.626
Napster,Napster,2919,11.4,12.0,13.6,12.6,12.07,12.334
Nash equilibrium,Nash_equilibrium,2920,10.5,11.2,11.7,13.1,9.17,11.134
"Nashville, Tennessee",Nashville%2C_Tennessee,2921,9.9,9.64,12.4,12.3,12.47,11.341999999999999
Natalie Portman,Natalie_Portman,2922,9.8,10.72,11.7,11.5,10.27,10.797999999999998
Nathu La,Nathu_La,2923,10.3,11.4,12.8,12.0,10.73,11.446000000000002
National Anthem of Russia,National_Anthem_of_Russia,2924,9.6,10.39,12.1,11.9,11.31,11.06
"National Gallery, London",National_Gallery%2C_London,2925,12.8,14.43,16.6,14.5,12.13,14.091999999999999
National Hockey League,National_Hockey_League,2926,11.4,11.47,13.9,12.4,10.97,12.028
National parks of England and Wales,National_parks_of_England_and_Wales,2927,12.5,12.7,15.1,15.0,12.65,13.59
Nationalism,Nationalism,2928,13.9,12.09,16.0,16.0,14.79,14.556000000000001
Nationality,Nationality,2929,13.3,12.38,14.7,14.8,13.87,13.809999999999999
Natural disaster,Natural_disaster,2930,14.7,15.01,15.9,15.8,15.14,15.309999999999999
Natural gas,Natural_gas,2931,11.1,11.91,13.2,13.7,12.01,12.383999999999999
Natural selection,Natural_selection,2932,14.6,12.82,16.4,16.8,14.51,15.026000000000002
Nature,Nature,2933,12.7,12.55,14.2,14.3,12.76,13.302000000000001
Nauru,Nauru,2934,10.6,11.16,12.7,12.8,12.3,11.911999999999997
Naval Battle of Guadalcanal,Naval_Battle_of_Guadalcanal,2935,11.0,10.14,13.3,12.8,12.24,11.895999999999999
Navassa Island,Navassa_Island,2936,9.4,10.04,11.0,11.5,11.6,10.708
Nazi Germany,Nazi_Germany,2937,12.7,13.53,15.9,14.5,13.29,13.983999999999998
Nazism,Nazism,2938,14.6,14.52,17.3,15.5,13.52,15.088
Necktie,Necktie,2939,11.8,12.58,14.1,13.1,11.89,12.694
Negros Oriental,Negros_Oriental,2940,9.7,10.26,11.6,12.5,12.06,11.224
Neighbours,Neighbours,2941,10.6,10.91,12.9,11.6,10.62,11.325999999999999
Neil Armstrong,Neil_Armstrong,2942,9.0,10.45,11.7,11.2,9.81,10.431999999999999
Neil Young,Neil_Young,2943,10.4,12.12,14.1,12.1,10.51,11.846
Nelson Mandela,Nelson_Mandela,2944,12.1,12.27,14.2,13.1,12.19,12.771999999999998
Nematode,Nematode,2945,12.3,12.69,14.8,14.4,13.81,13.6
Neoclassicism,Neoclassicism,2946,15.2,15.16,18.7,15.9,14.34,15.860000000000003
Neodymium,Neodymium,2947,9.8,10.9,12.3,12.0,12.06,11.412
Neon,Neon,2948,10.1,12.47,12.4,13.0,12.18,12.03
Nepal,Nepal,2949,8.4,9.66,11.4,11.7,11.71,10.574
Nepenthes rajah,Nepenthes_rajah,2950,9.3,9.1,10.7,11.8,11.13,10.406
Nephron,Nephron,2951,11.2,12.82,13.9,13.8,12.82,12.907999999999998
Neptune,Neptune,2952,10.1,11.69,12.8,12.8,11.14,11.706
Neptunium,Neptunium,2953,12.3,12.22,13.7,14.4,12.47,13.018
Netball,Netball,2954,10.3,11.16,12.2,11.5,10.27,11.085999999999999
Netherlands,Netherlands,2955,11.6,11.75,14.3,13.1,12.47,12.644000000000002
Netherlands Antilles,Netherlands_Antilles,2956,11.2,12.1,13.7,12.7,12.65,12.47
Neutron,Neutron,2957,11.9,12.28,13.7,14.1,13.29,13.053999999999998
New Caledonia,New_Caledonia,2958,12.9,12.37,15.2,14.7,13.46,13.725999999999999
New Delhi,New_Delhi,2959,14.3,14.81,16.3,15.3,12.89,14.719999999999999
New England Patriots,New_England_Patriots,2960,10.1,10.77,12.7,13.0,11.26,11.565999999999999
New Forest,New_Forest,2961,10.3,11.38,12.3,11.7,10.44,11.224
New York City,New_York_City,2962,10.8,11.86,14.1,13.2,12.13,12.418
New York City Subway nomenclature,New_York_City_Subway_nomenclature,2963,11.7,12.23,14.5,12.8,11.15,12.476
New Zealand,New_Zealand,2964,11.6,11.76,14.5,13.4,12.76,12.803999999999998
New moon,New_moon,2965,10.3,11.84,11.8,13.3,9.75,11.398
"Newark, New Jersey",Newark%2C_New_Jersey,2966,9.2,9.98,12.0,12.1,11.31,10.918000000000001
Newcastle upon Tyne,Newcastle_upon_Tyne,2967,10.1,11.1,13.4,12.9,12.07,11.914
Newmarket,Newmarket,2968,11.0,12.72,13.9,12.9,11.78,12.459999999999999
Newshounds,Newshounds,2969,9.7,10.8,12.0,12.4,10.85,11.15
Newspaper,Newspaper,2970,12.9,12.18,15.4,14.8,13.69,13.794
Newsround,Newsround,2971,9.4,10.43,12.3,11.6,11.89,11.123999999999999
Niagara Falls,Niagara_Falls,2972,10.9,11.7,13.9,13.1,11.67,12.254000000000001
Nicaragua,Nicaragua,2973,11.1,11.79,13.9,13.7,12.88,12.674
Niccolò Machiavelli,Niccol%C3%B2_Machiavelli,2974,13.5,15.53,16.8,14.9,11.5,14.445999999999998
Niccolò Paganini,Niccol%C3%B2_Paganini,2975,11.8,12.34,13.4,14.3,13.0,12.968
Niccolò dell'Abbate,Niccol%C3%B2_dell%27Abbate,2976,13.2,15.65,16.4,14.6,12.94,14.558000000000002
Nickel,Nickel,2977,9.6,11.04,11.5,11.9,11.83,11.174
Nicobar Long-tailed Macaque,Nicobar_Long-tailed_Macaque,2978,12.1,12.81,14.6,13.3,12.71,13.104000000000003
Nicolaus Copernicus,Nicolaus_Copernicus,2979,12.9,13.23,15.7,14.6,12.54,13.794
Niels Bohr,Niels_Bohr,2980,9.9,11.72,13.3,12.3,12.13,11.870000000000001
Nigella,Nigella,2981,8.3,9.17,10.0,10.2,10.32,9.598
Niger,Niger,2982,12.0,11.66,14.0,14.1,13.23,12.998
Niger River,Niger_River,2983,9.4,11.07,11.5,10.7,9.05,10.344
Nigeria,Nigeria,2984,12.1,12.63,15.1,14.3,13.12,13.45
Nightingale,Nightingale,2985,7.4,8.66,9.6,9.6,11.01,9.254000000000001
Nikola Tesla,Nikola_Tesla,2986,11.1,11.55,13.2,13.3,12.07,12.243999999999998
Nikolai Rimsky-Korsakov,Nikolai_Rimsky-Korsakov,2987,11.1,12.05,15.0,13.3,13.81,13.052000000000001
Nile,Nile,2988,9.4,11.02,12.1,11.6,9.81,10.786000000000001
Nine Million Bicycles,Nine_Million_Bicycles,2989,12.6,14.68,15.4,13.6,10.45,13.346
Nineteen Eighty-Four,Nineteen_Eighty-Four,2990,13.2,13.64,15.5,13.9,11.9,13.628
Nintendo,Nintendo,2991,11.3,10.99,13.0,13.1,11.14,11.906
Nintendo DS,Nintendo_DS,2992,10.6,10.73,12.7,12.6,10.33,11.392
Nintendo Entertainment System,Nintendo_Entertainment_System,2993,12.4,12.17,15.2,14.3,12.83,13.379999999999999
Niobium,Niobium,2994,11.8,12.26,13.5,14.2,12.65,12.882000000000001
Nirvana (band),Nirvana_%28band%29,2995,11.0,11.4,13.6,11.9,10.91,11.762
Nitrification,Nitrification,2996,12.6,11.15,13.6,14.2,15.07,13.324000000000002
Nitrogen,Nitrogen,2997,12.7,12.45,15.1,15.4,13.58,13.846
Nitrogen cycle,Nitrogen_cycle,2998,12.5,12.66,14.8,15.1,13.63,13.738
Nitrogen fixation,Nitrogen_fixation,2999,15.1,15.09,16.8,17.3,15.55,15.967999999999998
Niue,Niue,3000,10.2,11.16,11.9,12.6,11.71,11.514
Noam Chomsky,Noam_Chomsky,3001,14.3,13.96,16.9,15.3,13.7,14.831999999999999
Nobel Peace Prize,Nobel_Peace_Prize,3002,12.3,13.8,15.5,14.9,13.35,13.969999999999999
Nobelium,Nobelium,3003,8.1,9.5,10.0,11.4,10.08,9.815999999999999
Nobiin language,Nobiin_language,3004,11.0,11.13,12.9,13.0,11.37,11.879999999999999
Norfolk,Norfolk,3005,9.6,10.38,12.0,11.1,11.08,10.831999999999999
Norfolk Island,Norfolk_Island,3006,11.6,11.85,13.4,12.9,11.66,12.282
Norman Borlaug,Norman_Borlaug,3007,10.9,10.93,13.4,13.0,12.42,12.129999999999999
Norman conquest of England,Norman_conquest_of_England,3008,10.5,12.01,13.7,12.9,12.13,12.248
Norse mythology,Norse_mythology,3009,10.7,11.74,13.1,12.7,10.73,11.794
North Africa,North_Africa,3010,11.4,12.12,14.8,12.7,13.46,12.895999999999997
North America,North_America,3011,11.4,11.56,14.5,14.1,13.0,12.912
North Atlantic oscillation,North_Atlantic_oscillation,3012,11.5,12.86,15.4,13.3,12.71,13.154000000000002
North Korea,North_Korea,3013,11.3,11.79,13.5,13.8,12.18,12.514
North Sea,North_Sea,3014,11.2,12.89,14.3,10.7,9.7,11.758000000000001
North Sea flood of 1953,North_Sea_flood_of_1953,3015,8.9,10.59,11.5,11.6,11.31,10.780000000000001
North Sea oil,North_Sea_oil,3016,10.7,13.1,14.3,13.4,12.24,12.748
Northern Ireland,Northern_Ireland,3017,12.9,13.02,16.2,14.1,13.23,13.89
Northern Mariana Islands,Northern_Mariana_Islands,3018,10.8,11.31,12.7,12.9,11.89,11.92
Northern Pacific Railway,Northern_Pacific_Railway,3019,9.9,10.27,12.8,12.6,11.66,11.446000000000002
Northwest Africa,Northwest_Africa,3020,12.5,17.29,16.2,15.9,17.05,15.788
Norway,Norway,3021,10.8,11.55,13.4,13.4,12.76,12.382
Norwich,Norwich,3022,10.5,11.72,13.2,12.5,11.26,11.836
Nostradamus,Nostradamus,3023,13.6,15.19,17.9,14.6,12.6,14.778
Nottingham,Nottingham,3024,10.9,11.67,14.3,13.3,12.25,12.484
Nouakchott,Nouakchott,3025,9.7,11.29,12.3,12.0,11.14,11.286
Novel,Novel,3026,12.2,11.87,14.3,13.2,12.13,12.740000000000002
Novelty (locomotive),Novelty_%28locomotive%29,3027,10.7,11.01,11.9,12.0,9.57,11.036
Nuclear fission,Nuclear_fission,3028,16.1,15.0,18.2,16.9,12.89,15.817999999999998
Nuclear power,Nuclear_power,3029,13.2,11.9,15.3,15.7,13.64,13.948000000000002
Nuclear weapon,Nuclear_weapon,3030,14.8,14.38,17.0,16.2,13.23,15.122
Number,Number,3031,12.8,11.77,13.7,14.5,11.89,12.931999999999999
Numismatics,Numismatics,3032,12.0,12.45,13.2,14.3,12.71,12.931999999999999
Nurse sharks,Nurse_sharks,3033,8.1,11.01,11.7,11.5,11.31,10.724
Nuthatch,Nuthatch,3034,8.6,10.61,11.2,11.9,11.37,10.736
Nutmeg,Nutmeg,3035,10.5,11.68,11.9,12.5,11.37,11.59
Nutrition,Nutrition,3036,12.9,12.96,16.3,15.4,14.85,14.482
Oasis (band),Oasis_%28band%29,3037,9.7,11.08,12.7,11.2,10.1,10.956000000000001
Oat,Oat,3038,9.1,9.98,10.9,11.1,10.03,10.222
Obi-Wan Kenobi,Obi-Wan_Kenobi,3039,9.6,11.15,12.6,11.1,9.92,10.874
Ocean,Ocean,3040,10.3,11.63,12.8,11.9,10.91,11.508000000000001
Oceania,Oceania,3041,13.6,13.59,15.5,14.4,14.56,14.329999999999998
Oceanography,Oceanography,3042,12.4,13.54,15.9,14.8,15.37,14.402000000000001
Odin,Odin,3043,9.3,11.31,12.1,11.7,9.75,10.831999999999999
Odysseus,Odysseus,3044,8.2,10.44,11.9,10.1,9.63,10.054
Odyssey,Odyssey,3045,9.6,11.59,12.6,11.2,10.33,11.063999999999998
Oenothera,Oenothera,3046,9.9,12.89,14.2,13.2,13.29,12.696
Ohm,Ohm,3047,9.2,10.97,10.3,12.2,9.05,10.344
Oil painting,Oil_painting,3048,9.1,10.04,11.0,10.8,10.38,10.264
Oil refinery,Oil_refinery,3049,13.2,13.97,15.8,15.3,14.22,14.498
Oil reservoir,Oil_reservoir,3050,11.6,13.23,14.0,12.7,10.8,12.466
Okapi,Okapi,3051,7.5,9.95,10.0,10.9,9.92,9.654
Olaudah Equiano,Olaudah_Equiano,3052,10.7,12.02,13.8,12.6,11.66,12.156
Old English language,Old_English_language,3053,12.2,12.96,14.5,13.4,12.31,13.073999999999998
Old Nubian language,Old_Nubian_language,3054,10.1,12.23,13.2,12.3,10.27,11.62
Old Swiss Confederacy,Old_Swiss_Confederacy,3055,13.4,12.81,15.6,14.5,13.76,14.014000000000001
Oleg of Novgorod,Oleg_of_Novgorod,3056,13.1,15.08,16.8,14.5,11.67,14.23
Oligarchy,Oligarchy,3057,13.0,13.72,15.3,14.1,13.46,13.916
Oligocene,Oligocene,3058,10.5,11.35,13.9,13.0,13.98,12.546000000000001
Olive oil,Olive_oil,3059,10.1,11.35,12.4,12.2,10.73,11.356
Oliver Cromwell,Oliver_Cromwell,3060,11.3,12.31,14.8,13.5,12.13,12.807999999999998
Oliver Twist,Oliver_Twist,3061,8.5,10.29,10.4,10.6,9.11,9.78
Ollanta Humala,Ollanta_Humala,3062,12.8,13.06,15.1,14.1,12.25,13.462
Olmec,Olmec,3063,12.6,13.82,15.4,14.4,12.83,13.809999999999999
Olympic Games,Olympic_Games,3064,11.0,11.6,14.3,12.6,12.13,12.326000000000002
Oman,Oman,3065,8.7,10.5,10.8,11.8,10.67,10.494
Omega-3 fatty acid,Omega-3_fatty_acid,3066,11.7,12.8,15.3,13.7,13.46,13.392000000000001
One Flew Over the Cuckoo's Nest (novel),One_Flew_Over_the_Cuckoo%27s_Nest_%28novel%29,3067,9.0,9.94,10.7,11.3,10.09,10.206
One Foot in the Grave,One_Foot_in_the_Grave,3068,11.6,12.9,14.2,12.7,10.91,12.462
Onion,Onion,3069,8.1,11.05,11.6,11.5,11.14,10.678
Onion dome,Onion_dome,3070,11.4,12.41,15.4,13.7,14.5,13.482
OpenBSD,OpenBSD,3071,13.7,14.16,16.7,14.7,12.54,14.360000000000003
OpenOffice.org,OpenOffice.org,3072,10.0,9.3,11.6,12.3,13.04,11.248000000000001
Open cluster,Open_cluster,3073,12.4,13.27,15.4,13.5,11.55,13.224
Open source,Open_source,3074,12.8,13.12,15.0,14.5,13.63,13.809999999999999
Opera,Opera,3075,12.5,13.05,16.1,14.2,13.58,13.886000000000001
Oppression,Oppression,3076,16.0,16.97,17.9,17.8,16.19,16.972
Optical fiber,Optical_fiber,3077,12.8,12.02,14.3,14.4,12.76,13.256
Optical microscope,Optical_microscope,3078,11.5,11.85,13.7,14.6,12.18,12.766
Optical telescope,Optical_telescope,3079,10.6,11.73,13.4,13.1,12.88,12.342
Opuntia imbricata,Opuntia_imbricata,3080,8.0,10.24,9.7,10.6,8.7,9.447999999999999
Opus Dei,Opus_Dei,3081,11.0,11.18,13.0,13.3,11.95,12.086000000000002
Orbit (anatomy),Orbit_%28anatomy%29,3082,5.3,7.58,4.8,7.8,4.92,6.08
Orca,Orca,3083,9.6,10.53,11.7,12.1,10.73,10.931999999999999
Order of Canada,Order_of_Canada,3084,12.0,11.55,13.2,13.7,11.2,12.330000000000002
Order of St. Patrick,Order_of_St._Patrick,3085,10.0,10.83,11.9,11.7,10.33,10.951999999999998
Order of the Bath,Order_of_the_Bath,3086,11.7,12.4,13.8,13.4,10.51,12.362
Order of the Garter,Order_of_the_Garter,3087,11.3,11.88,13.8,13.3,11.09,12.274000000000001
Order of the Thistle,Order_of_the_Thistle,3088,10.8,11.46,12.7,11.7,10.22,11.376
Ordinal number,Ordinal_number,3089,12.7,11.48,13.1,15.3,9.52,12.419999999999998
Ordinary differential equation,Ordinary_differential_equation,3090,13.2,11.8,15.5,14.9,11.96,13.472
Ordination of women,Ordination_of_women,3091,12.7,12.75,15.8,14.6,13.06,13.782
Ordovician,Ordovician,3092,10.6,11.42,13.7,13.7,13.46,12.576
Oregano,Oregano,3093,9.0,11.17,12.2,12.3,11.83,11.3
Oregon,Oregon,3094,10.3,10.57,12.7,12.7,12.35,11.724
Organism,Organism,3095,13.2,13.25,15.5,15.6,13.81,14.272
Organization,Organization,3096,12.6,11.69,13.2,14.1,13.05,12.928
Orion Nebula,Orion_Nebula,3097,10.1,11.25,12.2,13.3,10.85,11.54
Orkney,Orkney,3098,11.2,12.26,13.7,12.3,10.97,12.085999999999999
Ormulum,Ormulum,3099,13.8,15.69,17.1,14.6,11.27,14.492
Ornithischia,Ornithischia,3100,10.9,12.43,15.9,13.1,15.37,13.540000000000001
Oroonoko,Oroonoko,3101,11.4,12.49,13.8,12.9,10.91,12.3
Osaka,Osaka,3102,11.7,12.31,13.1,14.1,10.79,12.4
Osama bin Laden,Osama_bin_Laden,3103,10.8,11.64,13.8,13.0,11.43,12.134
Osiris,Osiris,3104,11.0,13.12,14.4,12.7,10.1,12.264
Oslo,Oslo,3105,9.4,10.99,12.1,12.1,11.43,11.204
