,source,target,weight
890,Adelaide,Airbus A380,1
891,Adelaide,Manufacturing,1
892,Adelaide,Melbourne,1
893,Adelaide,Murray River,1
894,Adelaide,Southern Ocean,1
895,Adelaide,Sydney,1
896,Adelaide,United Kingdom,1
897,Adenosine triphosphate,Cell (biology),2
898,Adenosine triphosphate,Energy,1
899,Adenosine triphosphate,Eukaryote,1
900,Adenosine triphosphate,Magnesium,1
901,Adenosine triphosphate,Mitochondrion,1
902,Adenosine triphosphate,Photosynthesis,3
903,Adenosine triphosphate,Proton,2
904,Adolf Hitler,Albert Einstein,1
905,Adolf Hitler,Alcohol,3
906,Adolf Hitler,Anschluss,2
907,Adolf Hitler,Architecture,5
908,Adolf Hitler,Art,3
909,Adolf Hitler,Attack on Pearl Harbor,2
910,Adolf Hitler,Austria,3
911,Adolf Hitler,Berlin,2
912,Adolf Hitler,British Empire,1
913,Adolf Hitler,Bulgaria,1
914,Adolf Hitler,Dam,1
915,Adolf Hitler,Democracy,2
916,Adolf Hitler,Dr. Seuss,1
917,Adolf Hitler,Egypt,1
918,Adolf Hitler,Erwin Rommel,1
919,Adolf Hitler,France,3
920,Adolf Hitler,Friedrich Nietzsche,2
921,Adolf Hitler,Germany,12
922,Adolf Hitler,Jew,5
923,Adolf Hitler,Luftwaffe,1
924,Adolf Hitler,Martin Luther,1
925,Adolf Hitler,Nationalism,1
926,Adolf Hitler,Nazi Germany,1
927,Adolf Hitler,Nazism,9
928,Adolf Hitler,Pablo Picasso,2
929,Adolf Hitler,Propaganda,10
930,Adolf Hitler,South America,3
931,Adolf Hitler,Soviet Union,3
932,Adolf Hitler,Swastika,3
933,Adolf Hitler,The Holocaust,2
934,Adolf Hitler,Ukraine,1
935,Adolf Hitler,United Kingdom,2
936,Adolf Hitler,United States,1
937,Adolf Hitler,Weimar Republic,1
938,Adolf Hitler,World War I,5
939,Adolf Hitler,World War II,5
940,Advertising,Ancient Greece,1
941,Advertising,Ancient history,3
942,Advertising,Broadcasting,7
943,Advertising,Computer and video games,3
944,Advertising,Google,7
945,Advertising,IPod,3
946,Advertising,India,2
947,Advertising,Internet,4
948,Advertising,Michael Jordan,2
949,Advertising,Newspaper,5
950,Advertising,Philadelphia,1
951,Advertising,Popular culture,1
952,Advertising,Propaganda,1
953,Advertising,Radio,5
954,Advertising,Spyware,1
955,Advertising,Television,10
956,Advertising,United States,6
957,Aesthetics,Ancient Greece,1
958,Aesthetics,Architecture,1
959,Aesthetics,Art,4
960,Aesthetics,Confucius,1
961,Aesthetics,David Hume,2
962,Aesthetics,Drinking water,1
963,Aesthetics,English language,1
964,Aesthetics,German language,1
965,Aesthetics,Germany,1
966,Aesthetics,Human,3
967,Aesthetics,Humour,2
968,Aesthetics,James Joyce,1
969,Aesthetics,Music,3
970,Aesthetics,Park,2
971,Aesthetics,Poetry,1
972,Aesthetics,Renaissance,2
973,Aesthetics,Visual arts,2
974,Afghan Hound,Europe,2
975,Afghan Hound,United States,2
976,Afghanistan,Alexander the Great,3
977,Afghanistan,Asia,5
978,Afghanistan,Domestic goat,1
979,Afghanistan,Great Britain,1
980,Afghanistan,Himalayas,1
981,Afghanistan,Iran,1
982,Afghanistan,Istanbul,1
983,Afghanistan,Middle Ages,1
984,Afghanistan,Middle East,2
985,Afghanistan,Myanmar,1
986,Afghanistan,Pakistan,2
987,Afghanistan,People's Republic of China,2
988,Afghanistan,"September 11, 2001 attacks",1
989,Afghanistan,Somalia,1
990,Afghanistan,Soviet Union,1
991,Afghanistan,United Kingdom,1
992,Afghanistan,United Nations,1
993,Africa,African Great Lakes,3
994,Africa,African Grey Parrot,1
995,Africa,African Union,3
996,Africa,Afrikaans,1
997,Africa,Agriculture,4
998,Africa,Ancient Egypt,3
999,Africa,Ancient Rome,1
1000,Africa,Arabic language,1
1001,Africa,Asia,25
1002,Africa,Atlantic Ocean,6
1003,Africa,Atlantic slave trade,3
1004,Africa,BBC,1
1005,Africa,Bat-eared Fox,1
1006,Africa,Blackcap,1
1007,Africa,Botswana,2
1008,Africa,British Empire,1
1009,Africa,Burundi,2
1010,Africa,Camel,10
1011,Africa,Cameroon,1
1012,Africa,Cape Town,1
1013,Africa,Carnivore,24
1014,Africa,Chad,11
1015,Africa,Cheetah,9
1016,Africa,China,2
1017,Africa,Christianity,3
1018,Africa,Civilization,6
1019,Africa,Cocoa,1
1020,Africa,Coffee,1
1021,Africa,Cold War,2
1022,Africa,Congo River,3
1023,Africa,Continent,29
1024,Africa,Cotton,2
1025,Africa,Crocodile,4
1026,Africa,Culture,1
1027,Africa,Côte d'Ivoire,3
1028,Africa,Dakar,1
1029,Africa,Democracy,1
1030,Africa,Democratic Republic of the Congo,4
1031,Africa,Desert,21
1032,Africa,Despotism,1
1033,Africa,Diamond,3
1034,Africa,Earth,17
1035,Africa,Earthquake,1
1036,Africa,East Africa,10
1037,Africa,Egypt,22
1038,Africa,Elephant,16
1039,Africa,Ethiopia,11
1040,Africa,Europe,22
1041,Africa,Famine,2
1042,Africa,Fossil,1
1043,Africa,Gazelle,1
1044,Africa,Ghana,1
1045,Africa,Giraffe,45
1046,Africa,Glacier,2
1047,Africa,Great Pyramid of Giza,1
1048,Africa,Guinea,2
1049,Africa,Herbivore,113
1050,Africa,Horn of Africa,2
1051,Africa,Human,11
1052,Africa,Hyena,9
1053,Africa,India,4
1054,Africa,Indian Ocean,3
1055,Africa,Irrigation,1
1056,Africa,Jazz,3
1057,Africa,Kenya,20
1058,Africa,Land (economics),2
1059,Africa,Language,1
1060,Africa,Latin,3
1061,Africa,Latin America,2
1062,Africa,Liberia,1
1063,Africa,Lion,16
1064,Africa,Madagascar,11
1065,Africa,Mauritania,1
1066,Africa,Mediterranean Sea,4
1067,Africa,Mogadishu,1
1068,Africa,Morocco,5
1069,Africa,Mozambique,1
1070,Africa,Nairobi,1
1071,Africa,Niger,1
1072,Africa,Nigeria,2
1073,Africa,Nile,2
1074,Africa,North Africa,36
1075,Africa,North America,3
1076,Africa,Persian Empire,2
1077,Africa,Portugal,1
1078,Africa,Portuguese language,1
1079,Africa,Poultry,1
1080,Africa,Ptolemy,1
1081,Africa,Rainforest,12
1082,Africa,Red Sea,1
1083,Africa,Reggae,1
1084,Africa,Republic of the Congo,7
1085,Africa,Rice,6
1086,Africa,Roman Catholic Church,1
1087,Africa,Royal Navy,2
1088,Africa,Rwanda,1
1089,Africa,Senegal,1
1090,Africa,Seychelles,2
1091,Africa,Sierra Leone,1
1092,Africa,Somalia,5
1093,Africa,South Africa,44
1094,Africa,Southern Africa,4
1095,Africa,Soviet Union,1
1096,Africa,Spanish language,1
1097,Africa,Sub-Saharan Africa,5
1098,Africa,Sudan,8
1099,Africa,Suez Canal,1
1100,Africa,Tanzania,7
1101,Africa,Temperate,4
1102,Africa,The Lion King,2
1103,Africa,Timbuktu,1
1104,Africa,Tunisia,4
1105,Africa,Uganda,6
1106,Africa,United Kingdom,1
1107,Africa,United States,9
1108,Africa,United States Senate,2
1109,Africa,Western Sahara,1
1110,Africa,World Heritage Site,1
1111,Africa,Zambia,7
1112,Africa,Zebra,4
1113,Africa,Zimbabwe,8
1114,Africa,Zulu,2
1115,African American literature,American Civil War,1
1116,African American literature,Hip hop music,1
1117,African American literature,Jazz,1
1118,African American literature,Literature,1
1119,African American literature,Slavery,1
1120,African Buffalo,Cattle,1
1121,African Buffalo,Lion,1
1122,African Great Lakes,Africa,1
1123,African Great Lakes,Cattle,1
1124,African Great Lakes,Fresh water,1
1125,African Great Lakes,Nile,1
1126,African Great Lakes,Tanzania,1
1127,African Grey Parrot,Africa,2
1128,African Grey Parrot,Henry VIII of England,2
1129,African Penguin,Africa,1
1130,African Penguin,Cape Town,1
1131,African Penguin,Carolus Linnaeus,1
1132,African Penguin,Pacific Ocean,1
1133,African Penguin,Penguin,2
1134,African Penguin,South Africa,1
1135,African Penguin,South America,2
1136,African Union,Africa,1
1137,African Union,Algeria,1
1138,African Union,Egypt,1
1139,African Union,English language,1
1140,African Union,Ethiopia,1
1141,African Union,French language,1
1142,African Union,Nigeria,1
1143,African Union,Republic of the Congo,1
1144,African Union,South Africa,1
1145,African Union,Zimbabwe,1
1146,African Wild Dog,Africa,3
1147,African Wild Dog,Binomial nomenclature,1
1148,African Wild Dog,Scientific classification,1
1149,African clawed frog,Chromatophore,1
1150,African clawed frog,Frog,1
1151,African clawed frog,South Africa,7
1152,African dwarf frog,Africa,2
1153,African slave trade,Atlantic slave trade,3
1154,African slave trade,History of slavery,1
1155,African slave trade,Law,2
1156,African slave trade,League of Nations,1
1157,African slave trade,Nigeria,1
1158,African slave trade,United States,2
1159,Afrikaans,Australia,1
1160,Afrikaans,Belgium,1
1161,Afrikaans,Botswana,1
1162,Afrikaans,Canada,1
1163,Afrikaans,English language,2
1164,Afrikaans,Linguistics,1
1165,Afrikaans,Namibia,1
1166,Afrikaans,Slavery,1
1167,Afrikaans,South Africa,1
1168,Afrikaans,Television,2
1169,Afrikaans,United Kingdom,1
1170,Afrikaans,United States,1
1171,Afrikaans,Zambia,1
1172,Agamemnon,Greek mythology,1
1173,Agamemnon,Italy,2
1174,Agamemnon,Sean Connery,1
1175,Agamemnon,William Shakespeare,1
1176,Age of Enlightenment,Aesthetics,1
1177,Age of Enlightenment,Antoine Lavoisier,1
1178,Age of Enlightenment,Baroque,1
1179,Age of Enlightenment,Bible,4
1180,Age of Enlightenment,Biology,2
1181,Age of Enlightenment,Capitalism,2
1182,Age of Enlightenment,Dark Ages,6
1183,Age of Enlightenment,Empiricism,1
1184,Age of Enlightenment,Evolution,1
1185,Age of Enlightenment,French Revolution,4
1186,Age of Enlightenment,Government,2
1187,Age of Enlightenment,Immanuel Kant,1
1188,Age of Enlightenment,Isaac Newton,1
1189,Age of Enlightenment,Jean-Jacques Rousseau,2
1190,Age of Enlightenment,Language,1
1191,Age of Enlightenment,Liberalism,1
1192,Age of Enlightenment,Logic,1
1193,Age of Enlightenment,Physics,3
1194,Age of Enlightenment,Romanticism,4
1195,Age of Enlightenment,World War II,4
1196,Aggregator,Google,2
1197,Aggregator,Mass media,1
1198,Agnosticism,Bertrand Russell,1
1199,Agnosticism,God,1
1200,Agnosticism,Humanism,1
1201,Agnosticism,Philosophy,1
1202,Agnosticism,Religion,1
1203,Agriculture,Africa,2
1204,Agriculture,Alcohol,2
1205,Agriculture,Ancient Egypt,1
1206,Agriculture,Andes,1
1207,Agriculture,Arable land,2
1208,Agriculture,Archaeology,1
1209,Agriculture,Barley,9
1210,Agriculture,Beijing,1
1211,Agriculture,Biodiesel,3
1212,Agriculture,Biodiversity,1
1213,Agriculture,Botany,6
1214,Agriculture,California,2
1215,Agriculture,Cereal,3
1216,Agriculture,Civilization,1
1217,Agriculture,Cocoa,12
1218,Agriculture,Coffee,43
1219,Agriculture,Cotton,2
1220,Agriculture,Culture,1
1221,Agriculture,Egg (food),3
1222,Agriculture,Egypt,7
1223,Agriculture,Ethanol,2
1224,Agriculture,Fertile Crescent,2
1225,Agriculture,Fertilizer,2
1226,Agriculture,Fish,6
1227,Agriculture,Flower,2
1228,Agriculture,Food,127
1229,Agriculture,Fossil fuel,6
1230,Agriculture,Fruit,7
1231,Agriculture,Germany,2
1232,Agriculture,Global warming,3
1233,Agriculture,History of the world,21
1234,Agriculture,Honey,6
1235,Agriculture,Horse,4
1236,Agriculture,Indonesia,1
1237,Agriculture,Irrigation,12
1238,Agriculture,Italy,1
1239,Agriculture,Maize,10
1240,Agriculture,Meat,3
1241,Agriculture,Mendip Hills,1
1242,Agriculture,Mesopotamia,2
1243,Agriculture,Mexico,13
1244,Agriculture,Middle Ages,5
1245,Agriculture,Milk,1
1246,Agriculture,Minnesota,1
1247,Agriculture,Nitrogen,3
1248,Agriculture,Nutrition,6
1249,Agriculture,Pea,4
1250,Agriculture,Phosphorus,1
1251,Agriculture,Plant,2
1252,Agriculture,Potato,13
1253,Agriculture,Puerto Rico,1
1254,Agriculture,Rice,3
1255,Agriculture,River,1
1256,Agriculture,Soil,14
1257,Agriculture,Soil moisture,1
1258,Agriculture,Soil salination,7
1259,Agriculture,Sorghum,1
1260,Agriculture,South America,4
1261,Agriculture,Soybean,137
1262,Agriculture,Sugar,7
1263,Agriculture,Tobacco,5
1264,Agriculture,United States,5
1265,Agriculture,Vegetable,22
1266,Agriculture,Vicia faba,1
1267,Agriculture,Virgil,1
1268,Agriculture,Weed,3
1269,Agriculture,Wheat,2
1270,Airbus,Airbus A380,1
1271,Airbus,People's Republic of China,1
1272,Airbus,United States,1
1273,Airbus A380,Airbus,1
1274,Airbus A380,Aircraft,1
1275,Airbus A380,Aluminium,2
1276,Airbus A380,Boeing 747,4
1277,Airbus A380,Chicago,1
1278,Airbus A380,The Wall Street Journal,1
1279,Aircraft,Airbus A380,4
1280,Aircraft,Airship,14
1281,Aircraft,American Civil War,4
1282,Aircraft,Boat,4
1283,Aircraft,Boeing 747,3
1284,Aircraft,Earth's atmosphere,10
1285,Aircraft,Hovercraft,3
1286,Aircraft,Hydrogen,12
1287,Aircraft,Jet engine,8
1288,Aircraft,Russia,4
1289,Aircraft,Turkey,3
1290,Aircraft,United Kingdom,7
1291,Aircraft,Vietnam War,3
1292,Aircraft,Wikipedia Text of the GNU Free Documentation License,1
1293,Aircraft,Wind,4
1294,Aircraft,World War I,1
1295,Aircraft,World War II,7
1296,Aircraft carrier,Aircraft,3
1297,Aircraft carrier,Airship,2
1298,Aircraft carrier,Attack on Pearl Harbor,1
1299,Aircraft carrier,BAE Systems,1
1300,Aircraft carrier,Chile,1
1301,Aircraft carrier,Denmark,1
1302,Aircraft carrier,F-35 Lightning II,1
1303,Aircraft carrier,Royal Navy,1
1304,Aircraft carrier,Ship,1
1305,Aircraft carrier,United States,3
1306,Aircraft carrier,World War II,1
1307,Airship,Aircraft,10
1308,Airship,Atlantic Ocean,1
1309,Airship,Attack on Pearl Harbor,2
1310,Airship,California,1
1311,Airship,Germany,3
1312,Airship,Hot air balloon,2
1313,Airship,Hydrogen,2
1314,Airship,Rainforest,1
1315,Airship,Royal Navy,1
1316,Airship,United Kingdom,2
1317,Airship,United States,2
1318,Airship,World War I,1
1319,Ajax (programming),Internet Explorer,2
1320,Ajax (programming),Microsoft,1
1321,Ajax (programming),World Wide Web,1
1322,Akbar,Hinduism,1
1323,Akbar,Persian Empire,1
1324,Akbar,Roman Catholic Church,1
1325,Akhenaten,German language,1
1326,Akira Kurosawa,Communism,2
1327,Akira Kurosawa,Japan,2
1328,Akkadian Empire,Astronomy,1
1329,Akkadian Empire,Babylonia,1
1330,Akkadian Empire,Mediterranean Sea,1
1331,Akkadian Empire,Sumer,2
1332,Akrotiri and Dhekelia,Euro,1
1333,Aksumite currency,Ancient Rome,1
1334,Aksumite currency,Christianity,1
1335,Aksumite currency,India,1
1336,Al Jazeera,Arabic language,1
1337,Al Jazeera,Google,1
1338,Al Jazeera,Middle East,1
1339,Alan Turing,Algorithm,2
1340,Alan Turing,"Boston, Massachusetts",1
1341,Alan Turing,Computer science,2
1342,Alan Turing,Doctor Who,3
1343,Alan Turing,England,6
1344,Alan Turing,Enigma machine,4
1345,Alan Turing,London,2
1346,Alan Turing,Ludwig Wittgenstein,1
1347,Alan Turing,Programming language,1
1348,Alan Turing,World War II,2
1349,Albania,Greece,1
1350,Albania,Islam,1
1351,Albania,Roman Empire,2
1352,Albania,Stone Age,1
1353,Albania,United Kingdom,1
1354,Albatross,Antarctica,1
1355,Albatross,Australia,1
1356,Albatross,Bird,8
1357,Albatross,Bird of prey,1
1358,Albatross,Europe,1
1359,Albatross,Falkland Islands,1
1360,Albatross,Fish,1
1361,Albatross,Fossil,1
1362,Albatross,France,1
1363,Albatross,Genetics,1
1364,Albatross,Gull,1
1365,Albatross,Scientific classification,1
1366,Albatross,South Africa,1
1367,Albatross,United Kingdom,1
1368,Albert Einstein,Adolf Hitler,3
1369,Albert Einstein,Asperger syndrome,2
1370,Albert Einstein,Atom,1
1371,Albert Einstein,Berlin,1
1372,Albert Einstein,Brazil,1
1373,Albert Einstein,Capitalism,1
1374,Albert Einstein,Chemical element,1
1375,Albert Einstein,Edward Teller,1
1376,Albert Einstein,Electrical engineering,2
1377,Albert Einstein,Energy,1
1378,Albert Einstein,Euclidean geometry,1
1379,Albert Einstein,Film,1
1380,Albert Einstein,Geography,1
1381,Albert Einstein,Germany,10
1382,Albert Einstein,Gravitation,6
1383,Albert Einstein,Humanism,2
1384,Albert Einstein,India,1
1385,Albert Einstein,Intelligence,4
1386,Albert Einstein,Italy,1
1387,Albert Einstein,Jew,1
1388,Albert Einstein,Light,3
1389,Albert Einstein,Linus Pauling,1
1390,Albert Einstein,Max Planck,1
1391,Albert Einstein,Microscope,1
1392,Albert Einstein,Nature,1
1393,Albert Einstein,Nazism,1
1394,Albert Einstein,New York City,3
1395,Albert Einstein,Nikola Tesla,1
1396,Albert Einstein,Nuclear fission,2
1397,Albert Einstein,Nuclear weapon,1
1398,Albert Einstein,Opera,1
1399,Albert Einstein,Philadelphia,1
1400,Albert Einstein,Photon,1
1401,Albert Einstein,Physics,6
1402,Albert Einstein,Princeton University,2
1403,Albert Einstein,Quantum mechanics,4
1404,Albert Einstein,Schizophrenia,1
1405,Albert Einstein,Solar eclipse,1
1406,Albert Einstein,Stuttgart,1
1407,Albert Einstein,Sun,1
1408,Albert Einstein,Switzerland,3
1409,Albert Einstein,Time,4
1410,Albert Einstein,United States,9
1411,Albert Einstein,Wave,1
1412,Albert Einstein,Wolfgang Amadeus Mozart,2
1413,Albert Einstein,World War I,3
1414,Albert Einstein,World War II,3
1415,Albert Einstein,Zürich,1
1416,Alberto Santos-Dumont,France,2
1417,Alberto Santos-Dumont,Paris,1
1418,Alberto Santos-Dumont,United States,1
1419,Albigensian Crusade,France,2
1420,Albigensian Crusade,"German Crusade, 1096",1
1421,Albinism,Chromatophore,1
1422,Albinism,Color blindness,1
1423,Albinism,Latin,1
1424,Albinism,Retina,1
1425,Albrecht Dürer,Aachen,1
1426,Albrecht Dürer,Germany,1
1427,Albrecht Dürer,Italy,1
1428,Albrecht Dürer,Printmaking,2
1429,Albrecht Dürer,Rembrandt,1
1430,Alchemy,Alcohol,1
1431,Alchemy,Ancient Greece,1
1432,Alchemy,Ancient Rome,2
1433,Alchemy,Arabic language,1
1434,Alchemy,Bible,1
1435,Alchemy,Chemistry,4
1436,Alchemy,China,1
1437,Alchemy,Europe,1
1438,Alchemy,Frankenstein,1
1439,Alchemy,Gold,3
1440,Alchemy,Greece,1
1441,Alchemy,History of science,5
1442,Alchemy,Isaac Newton,1
1443,Alchemy,J. K. Rowling,1
1444,Alchemy,Lead,1
1445,Alchemy,Medicine,3
1446,Alchemy,Mercury (element),1
1447,Alchemy,Metal,1
1448,Alchemy,Mysticism,2
1449,Alchemy,Philosophy,2
1450,Alchemy,Physics,1
1451,Alchemy,Potassium,1
1452,Alchemy,Sodium,1
1453,Alcibiades,Aristotle,2
1454,Alcibiades,Athens,1
1455,Alcibiades,Italy,2
1456,Alcibiades,Socrates,1
1457,Alcohol,Alchemy,1
1458,Alcohol,Bromine,1
1459,Alcohol,Chemistry,10
1460,Alcohol,Cider,1
1461,Alcohol,English language,2
1462,Alcohol,Ethanol,16
1463,Alcohol,Formic acid,1
